distance,loss
816.000,30.928
816.100,30.921
816.200,30.913
816.300,30.906
816.400,30.902
816.500,30.900
816.600,30.900
816.700,30.901
816.800,30.903
816.900,30.905
817.000,30.906
817.100,30.905
817.200,30.902
817.300,30.896
817.400,30.890
817.500,30.885
817.600,30.882
817.700,30.881
817.800,30.886
817.900,30.896
818.000,30.914
818.100,30.939
818.200,30.968
818.300,31.001
818.400,31.035
818.500,31.067
818.600,31.098
818.700,31.123
818.800,31.142
818.900,31.154
819.000,31.160
819.100,31.161
819.200,31.158
819.300,31.152
819.400,31.145
819.500,31.138
819.600,31.131
819.700,31.126
819.800,31.122
819.900,31.120
820.000,31.119
820.100,31.121
820.200,31.124
820.300,31.129
820.400,31.137
820.500,31.147
820.600,31.156
820.700,31.164
820.800,31.169
820.900,31.169
821.000,31.163
821.100,31.149
821.200,31.125
821.300,31.092
821.400,31.053
821.500,31.012
821.600,30.973
821.700,30.939
821.800,30.914
821.900,30.902
822.000,30.907
822.100,30.930
822.200,30.969
822.300,31.021
822.400,31.083
822.500,31.153
822.600,31.228
822.700,31.306
822.800,31.384
822.900,31.459
823.000,31.531
823.100,31.598
823.200,31.660
823.300,31.715
823.400,31.763
823.500,31.801
823.600,31.829
823.700,31.847
823.800,31.857
823.900,31.859
824.000,31.856
824.100,31.849
824.200,31.840
824.300,31.831
824.400,31.823
824.500,31.818
824.600,31.815
824.700,31.814
824.800,31.815
824.900,31.817
825.000,31.819
825.100,31.822
825.200,31.825
825.300,31.827
825.400,31.828
825.500,31.829
825.600,31.830
825.700,31.830
825.800,31.829
825.900,31.827
826.000,31.824
826.100,31.821
826.200,31.817
826.300,31.813
826.400,31.811
826.500,31.810
826.600,31.812
826.700,31.817
826.800,31.825
826.900,31.836
827.000,31.849
827.100,31.862
827.200,31.871
827.300,31.874
827.400,31.869
827.500,31.853
827.600,31.825
827.700,31.781
827.800,31.726
827.900,31.663
828.000,31.596
828.100,31.529
828.200,31.466
828.300,31.410
828.400,31.366
828.500,31.337
828.600,31.320
828.700,31.315
828.800,31.318
828.900,31.326
829.000,31.339
829.100,31.352
829.200,31.363
829.300,31.371
829.400,31.375
829.500,31.376
829.600,31.376
829.700,31.373
829.800,31.370
829.900,31.367
830.000,31.364
830.100,31.363
830.200,31.363
830.300,31.364
830.400,31.365
830.500,31.366
830.600,31.367
830.700,31.366
830.800,31.365
830.900,31.361
831.000,31.357
831.100,31.353
831.200,31.349
831.300,31.347
831.400,31.348
831.500,31.353
831.600,31.361
831.700,31.375
831.800,31.395
831.900,31.418
832.000,31.446
832.100,31.477
832.200,31.511
832.300,31.546
832.400,31.584
832.500,31.622
832.600,31.660
832.700,31.697
832.800,31.731
832.900,31.762
833.000,31.788
833.100,31.808
833.200,31.822
833.300,31.827
833.400,31.826
833.500,31.820
833.600,31.813
833.700,31.806
833.800,31.803
833.900,31.806
834.000,31.817
834.100,31.840
834.200,31.871
834.300,31.909
834.400,31.949
834.500,31.987
834.600,32.020
834.700,32.043
834.800,32.054
834.900,32.049
835.000,32.028
835.100,31.997
835.200,31.958
835.300,31.918
835.400,31.880
835.500,31.849
835.600,31.828
835.700,31.824
835.800,31.835
835.900,31.858
836.000,31.891
836.100,31.928
836.200,31.968
836.300,32.007
836.400,32.040
836.500,32.066
836.600,32.082
836.700,32.091
836.800,32.093
836.900,32.089
837.000,32.082
837.100,32.072
837.200,32.061
837.300,32.049
837.400,32.039
837.500,32.031
837.600,32.025
837.700,32.022
837.800,32.024
837.900,32.031
838.000,32.044
838.100,32.063
838.200,32.089
838.300,32.118
838.400,32.151
838.500,32.184
838.600,32.217
838.700,32.247
838.800,32.272
838.900,32.291
839.000,32.302
839.100,32.308
839.200,32.309
839.300,32.307
839.400,32.302
839.500,32.295
839.600,32.289
839.700,32.283
839.800,32.278
839.900,32.275
840.000,32.274
840.100,32.274
840.200,32.275
840.300,32.278
840.400,32.281
840.500,32.286
840.600,32.291
840.700,32.296
840.800,32.301
840.900,32.303
841.000,32.304
841.100,32.300
841.200,32.293
841.300,32.281
841.400,32.263
841.500,32.241
841.600,32.215
841.700,32.185
841.800,32.153
841.900,32.119
842.000,32.083
842.100,32.047
842.200,32.011
842.300,31.976
842.400,31.942
842.500,31.911
842.600,31.883
842.700,31.858
842.800,31.837
842.900,31.822
843.000,31.813
843.100,31.808
843.200,31.806
843.300,31.808
843.400,31.812
843.500,31.816
843.600,31.821
843.700,31.825
843.800,31.827
843.900,31.828
844.000,31.828
844.100,31.827
844.200,31.826
844.300,31.825
844.400,31.824
844.500,31.824
844.600,31.825
844.700,31.826
844.800,31.827
844.900,31.829
845.000,31.829
845.100,31.829
845.200,31.827
845.300,31.824
845.400,31.819
845.500,31.813
845.600,31.808
845.700,31.804
845.800,31.802
845.900,31.804
846.000,31.811
846.100,31.824
846.200,31.843
846.300,31.868
846.400,31.897
846.500,31.929
846.600,31.962
846.700,31.995
846.800,32.025
846.900,32.053
847.000,32.075
847.100,32.092
847.200,32.104
847.300,32.109
847.400,32.107
847.500,32.098
847.600,32.082
847.700,32.058
847.800,32.025
847.900,31.987
848.000,31.947
848.100,31.907
848.200,31.872
848.300,31.844
848.400,31.827
848.500,31.823
848.600,31.836
848.700,31.864
848.800,31.900
848.900,31.940
849.000,31.981
849.100,32.016
849.200,32.042
849.300,32.054
849.400,32.048
849.500,32.025
849.600,31.992
849.700,31.952
849.800,31.910
849.900,31.872
850.000,31.842
850.100,31.826
850.200,31.826
850.300,31.843
850.400,31.872
850.500,31.908
850.600,31.948
850.700,31.988
850.800,32.023
850.900,32.049
851.000,32.063
851.100,32.065
851.200,32.060
851.300,32.050
851.400,32.041
851.500,32.035
851.600,32.036
851.700,32.047
851.800,32.073
851.900,32.113
852.000,32.164
852.100,32.224
852.200,32.289
852.300,32.357
852.400,32.425
852.500,32.491
852.600,32.551
852.700,32.604
852.800,32.650
852.900,32.688
853.000,32.718
853.100,32.738
853.200,32.748
853.300,32.748
853.400,32.737
853.500,32.716
853.600,32.688
853.700,32.655
853.800,32.619
853.900,32.584
854.000,32.552
854.100,32.525
854.200,32.505
854.300,32.493
854.400,32.489
854.500,32.489
854.600,32.493
854.700,32.499
854.800,32.506
854.900,32.512
855.000,32.516
855.100,32.518
855.200,32.518
855.300,32.516
855.400,32.514
855.500,32.513
855.600,32.512
855.700,32.513
855.800,32.516
855.900,32.522
856.000,32.528
856.100,32.533
856.200,32.537
856.300,32.538
856.400,32.534
856.500,32.524
856.600,32.507
856.700,32.483
856.800,32.453
856.900,32.421
857.000,32.387
857.100,32.354
857.200,32.324
857.300,32.298
857.400,32.278
857.500,32.266
857.600,32.261
857.700,32.260
857.800,32.262
857.900,32.268
858.000,32.274
858.100,32.281
858.200,32.286
858.300,32.289
858.400,32.291
858.500,32.291
858.600,32.290
858.700,32.289
858.800,32.287
858.900,32.285
859.000,32.284
859.100,32.284
859.200,32.283
859.300,32.284
859.400,32.284
859.500,32.284
859.600,32.285
859.700,32.285
859.800,32.284
859.900,32.283
860.000,32.282
860.100,32.281
860.200,32.281
860.300,32.280
860.400,32.281
860.500,32.282
860.600,32.285
860.700,32.289
860.800,32.293
860.900,32.297
861.000,32.300
861.100,32.301
861.200,32.299
861.300,32.293
861.400,32.283
861.500,32.267
861.600,32.247
861.700,32.223
861.800,32.195
861.900,32.163
862.000,32.128
862.100,32.090
862.200,32.051
862.300,32.009
862.400,31.968
862.500,31.928
862.600,31.893
862.700,31.862
862.800,31.840
862.900,31.827
863.000,31.824
863.100,31.834
863.200,31.855
863.300,31.883
863.400,31.916
863.500,31.953
863.600,31.990
863.700,32.024
863.800,32.054
863.900,32.078
864.000,32.095
864.100,32.104
864.200,32.108
864.300,32.104
864.400,32.094
864.500,32.078
864.600,32.055
864.700,32.027
864.800,31.994
864.900,31.960
865.000,31.925
865.100,31.892
865.200,31.863
865.300,31.840
865.400,31.825
865.500,31.820
865.600,31.825
865.700,31.839
865.800,31.863
865.900,31.896
866.000,31.937
866.100,31.988
866.200,32.046
866.300,32.112
866.400,32.184
866.500,32.256
866.600,32.326
866.700,32.390
866.800,32.445
866.900,32.487
867.000,32.512
867.100,32.518
867.200,32.506
867.300,32.480
867.400,32.446
867.500,32.405
867.600,32.363
867.700,32.323
867.800,32.290
867.900,32.267
868.000,32.254
868.100,32.249
868.200,32.250
868.300,32.256
868.400,32.264
868.500,32.274
868.600,32.282
868.700,32.289
868.800,32.292
868.900,32.294
869.000,32.294
869.100,32.292
869.200,32.290
869.300,32.287
869.400,32.285
869.500,32.283
869.600,32.282
869.700,32.282
869.800,32.282
869.900,32.282
870.000,32.283
870.100,32.284
870.200,32.284
870.300,32.285
870.400,32.285
870.500,32.285
870.600,32.285
870.700,32.285
870.800,32.285
870.900,32.285
871.000,32.284
871.100,32.284
871.200,32.284
871.300,32.284
871.400,32.284
871.500,32.284
871.600,32.284
871.700,32.284
871.800,32.284
871.900,32.284
872.000,32.285
872.100,32.285
872.200,32.285
872.300,32.285
872.400,32.285
872.500,32.285
872.600,32.285
872.700,32.284
872.800,32.284
872.900,32.283
873.000,32.283
873.100,32.283
873.200,32.283
873.300,32.283
873.400,32.284
873.500,32.285
873.600,32.287
873.700,32.288
873.800,32.290
873.900,32.291
874.000,32.291
874.100,32.290
874.200,32.287
874.300,32.282
874.400,32.276
874.500,32.269
874.600,32.264
874.700,32.260
874.800,32.260
874.900,32.264
875.000,32.275
875.100,32.292
875.200,32.316
875.300,32.345
875.400,32.378
875.500,32.412
875.600,32.445
875.700,32.475
875.800,32.501
875.900,32.520
876.000,32.532
876.100,32.538
876.200,32.540
876.300,32.537
876.400,32.532
876.500,32.525
876.600,32.519
876.700,32.513
876.800,32.509
876.900,32.507
877.000,32.506
877.100,32.507
877.200,32.508
877.300,32.510
877.400,32.512
877.500,32.515
877.600,32.518
877.700,32.520
877.800,32.522
877.900,32.523
878.000,32.523
878.100,32.522
878.200,32.519
878.300,32.513
878.400,32.506
878.500,32.498
878.600,32.491
878.700,32.487
878.800,32.485
878.900,32.489
879.000,32.500
879.100,32.518
879.200,32.545
879.300,32.577
879.400,32.612
879.500,32.649
879.600,32.683
879.700,32.712
879.800,32.734
879.900,32.745
880.000,32.745
880.100,32.734
880.200,32.713
880.300,32.684
880.400,32.647
880.500,32.606
880.600,32.560
880.700,32.511
880.800,32.460
880.900,32.411
881.000,32.366
881.100,32.326
881.200,32.296
881.300,32.278
881.400,32.273
881.500,32.285
881.600,32.315
881.700,32.357
881.800,32.406
881.900,32.454
882.000,32.496
882.100,32.524
882.200,32.532
882.300,32.515
882.400,32.467
882.500,32.394
882.600,32.302
882.700,32.200
882.800,32.094
882.900,31.992
883.000,31.901
883.100,31.828
883.200,31.779
883.300,31.752
883.400,31.742
883.500,31.747
883.600,31.762
883.700,31.782
883.800,31.804
883.900,31.823
884.000,31.836
884.100,31.843
884.200,31.845
884.300,31.843
884.400,31.840
884.500,31.834
884.600,31.829
884.700,31.825
884.800,31.822
884.900,31.822
885.000,31.823
885.100,31.825
885.200,31.826
885.300,31.827
885.400,31.827
885.500,31.825
885.600,31.820
885.700,31.815
885.800,31.808
885.900,31.803
886.000,31.801
886.100,31.802
886.200,31.808
886.300,31.820
886.400,31.840
886.500,31.867
886.600,31.897
886.700,31.931
886.800,31.965
886.900,31.997
887.000,32.026
887.100,32.049
887.200,32.065
887.300,32.074
887.400,32.077
887.500,32.076
887.600,32.072
887.700,32.067
887.800,32.061
887.900,32.055
888.000,32.053
888.100,32.052
888.200,32.053
888.300,32.055
888.400,32.057
888.500,32.058
888.600,32.058
888.700,32.056
888.800,32.051
888.900,32.043
889.000,32.036
889.100,32.029
889.200,32.025
889.300,32.026
889.400,32.032
889.500,32.046
889.600,32.069
889.700,32.100
889.800,32.136
889.900,32.174
890.000,32.211
890.100,32.243
890.200,32.268
890.300,32.282
890.400,32.283
890.500,32.270
890.600,32.247
890.700,32.216
890.800,32.179
890.900,32.141
891.000,32.103
891.100,32.069
891.200,32.041
891.300,32.021
891.400,32.008
891.500,32.002
891.600,32.003
891.700,32.010
891.800,32.023
891.900,32.042
892.000,32.066
892.100,32.094
892.200,32.126
892.300,32.159
892.400,32.191
892.500,32.223
892.600,32.250
892.700,32.274
892.800,32.291
892.900,32.301
893.000,32.306
893.100,32.307
893.200,32.304
893.300,32.299
893.400,32.293
893.500,32.287
893.600,32.283
893.700,32.280
893.800,32.279
893.900,32.279
894.000,32.280
894.100,32.281
894.200,32.282
894.300,32.284
894.400,32.285
894.500,32.285
894.600,32.285
894.700,32.284
894.800,32.284
894.900,32.283
895.000,32.283
895.100,32.284
895.200,32.285
895.300,32.287
895.400,32.289
895.500,32.291
895.600,32.292
895.700,32.292
895.800,32.291
895.900,32.288
896.000,32.283
896.100,32.275
896.200,32.267
896.300,32.259
896.400,32.254
896.500,32.253
896.600,32.258
896.700,32.269
896.800,32.289
896.900,32.318
897.000,32.353
897.100,32.391
897.200,32.429
897.300,32.463
897.400,32.491
897.500,32.509
897.600,32.514
897.700,32.505
897.800,32.484
897.900,32.454
898.000,32.418
898.100,32.380
898.200,32.342
898.300,32.309
898.400,32.282
898.500,32.265
898.600,32.255
898.700,32.253
898.800,32.255
898.900,32.261
899.000,32.269
899.100,32.277
899.200,32.285
899.300,32.290
899.400,32.293
899.500,32.294
899.600,32.294
899.700,32.292
899.800,32.290
899.900,32.287
900.000,32.284
900.100,32.282
900.200,32.279
900.300,32.278
900.400,32.277
900.500,32.277
900.600,32.278
900.700,32.280
900.800,32.284
900.900,32.290
901.000,32.300
901.100,32.314
901.200,32.334
901.300,32.362
901.400,32.400
901.500,32.449
901.600,32.510
901.700,32.584
901.800,32.669
901.900,32.762
902.000,32.857
902.100,32.952
902.200,33.043
902.300,33.126
902.400,33.197
902.500,33.254
902.600,33.298
902.700,33.331
902.800,33.356
902.900,33.376
903.000,33.393
903.100,33.411
903.200,33.431
903.300,33.456
903.400,33.486
903.500,33.519
903.600,33.552
903.700,33.585
903.800,33.615
903.900,33.641
904.000,33.662
904.100,33.674
904.200,33.680
904.300,33.681
904.400,33.678
904.500,33.674
904.600,33.669
904.700,33.665
904.800,33.664
904.900,33.668
905.000,33.675
905.100,33.683
905.200,33.690
905.300,33.695
905.400,33.694
905.500,33.687
905.600,33.671
905.700,33.645
905.800,33.610
905.900,33.569
906.000,33.528
906.100,33.490
906.200,33.459
906.300,33.438
906.400,33.433
906.500,33.445
906.600,33.476
906.700,33.521
906.800,33.578
906.900,33.645
907.000,33.717
907.100,33.792
907.200,33.867
907.300,33.939
907.400,34.007
907.500,34.071
907.600,34.131
907.700,34.188
907.800,34.241
907.900,34.290
908.000,34.336
908.100,34.379
908.200,34.419
908.300,34.456
908.400,34.488
908.500,34.517
908.600,34.542
908.700,34.563
908.800,34.579
908.900,34.591
909.000,34.598
909.100,34.602
909.200,34.602
909.300,34.601
909.400,34.597
909.500,34.593
909.600,34.588
909.700,34.583
909.800,34.579
909.900,34.576
910.000,34.573
910.100,34.573
910.200,34.574
910.300,34.577
910.400,34.581
910.500,34.589
910.600,34.597
910.700,34.606
910.800,34.614
910.900,34.619
911.000,34.618
911.100,34.612
911.200,34.598
911.300,34.574
911.400,34.541
911.500,34.498
911.600,34.447
911.700,34.389
911.800,34.323
911.900,34.252
912.000,34.176
912.100,34.096
912.200,34.012
912.300,33.926
912.400,33.839
912.500,33.750
912.600,33.662
912.700,33.576
912.800,33.491
912.900,33.410
913.000,33.332
913.100,33.259
913.200,33.192
913.300,33.131
913.400,33.077
913.500,33.032
913.600,32.995
913.700,32.968
913.800,32.952
913.900,32.943
914.000,32.941
914.100,32.944
914.200,32.951
914.300,32.960
914.400,32.969
914.500,32.976
914.600,32.981
914.700,32.984
914.800,32.985
914.900,32.984
915.000,32.982
915.100,32.980
915.200,32.977
915.300,32.974
915.400,32.972
915.500,32.969
915.600,32.968
915.700,32.967
915.800,32.968
915.900,32.969
916.000,32.971
916.100,32.975
916.200,32.980
916.300,32.986
916.400,32.991
916.500,32.994
916.600,32.995
916.700,32.992
916.800,32.986
916.900,32.973
917.000,32.955
917.100,32.932
917.200,32.905
917.300,32.874
917.400,32.842
917.500,32.808
917.600,32.775
917.700,32.743
917.800,32.713
917.900,32.684
918.000,32.656
918.100,32.629
918.200,32.601
918.300,32.574
918.400,32.545
918.500,32.514
918.600,32.482
918.700,32.449
918.800,32.416
918.900,32.384
919.000,32.353
919.100,32.326
919.200,32.303
919.300,32.285
919.400,32.273
919.500,32.266
919.600,32.263
919.700,32.264
919.800,32.267
919.900,32.272
920.000,32.278
920.100,32.284
920.200,32.289
920.300,32.293
920.400,32.296
920.500,32.297
920.600,32.297
920.700,32.295
920.800,32.291
920.900,32.285
921.000,32.277
921.100,32.269
921.200,32.260
921.300,32.254
921.400,32.252
921.500,32.254
921.600,32.263
921.700,32.281
921.800,32.307
921.900,32.340
922.000,32.377
922.100,32.416
922.200,32.452
922.300,32.482
922.400,32.504
922.500,32.514
922.600,32.510
922.700,32.493
922.800,32.465
922.900,32.431
923.000,32.394
923.100,32.355
923.200,32.320
923.300,32.291
923.400,32.270
923.500,32.258
923.600,32.253
923.700,32.254
923.800,32.259
923.900,32.266
924.000,32.275
924.100,32.282
924.200,32.288
924.300,32.291
924.400,32.293
924.500,32.292
924.600,32.291
924.700,32.289
924.800,32.287
924.900,32.285
925.000,32.284
925.100,32.283
925.200,32.282
925.300,32.283
925.400,32.283
925.500,32.284
925.600,32.284
925.700,32.284
925.800,32.284
925.900,32.284
926.000,32.284
926.100,32.283
926.200,32.283
926.300,32.283
926.400,32.283
926.500,32.284
926.600,32.285
926.700,32.287
926.800,32.289
926.900,32.290
927.000,32.291
927.100,32.291
927.200,32.289
927.300,32.286
927.400,32.282
927.500,32.275
927.600,32.269
927.700,32.263
927.800,32.260
927.900,32.260
928.000,32.265
928.100,32.276
928.200,32.294
928.300,32.319
928.400,32.349
928.500,32.381
928.600,32.415
928.700,32.448
928.800,32.478
928.900,32.503
929.000,32.521
929.100,32.532
929.200,32.537
929.300,32.537
929.400,32.534
929.500,32.528
929.600,32.522
929.700,32.517
929.800,32.513
929.900,32.512
930.000,32.513
930.100,32.515
930.200,32.517
930.300,32.519
930.400,32.519
930.500,32.517
930.600,32.513
930.700,32.505
930.800,32.497
930.900,32.489
931.000,32.484
931.100,32.483
931.200,32.488
931.300,32.500
931.400,32.522
931.500,32.553
931.600,32.589
931.700,32.629
931.800,32.667
931.900,32.701
932.000,32.727
932.100,32.743
932.200,32.743
932.300,32.728
932.400,32.701
932.500,32.666
932.600,32.627
932.700,32.588
932.800,32.553
932.900,32.527
933.000,32.513
933.100,32.513
933.200,32.527
933.300,32.551
933.400,32.584
933.500,32.622
933.600,32.665
933.700,32.708
933.800,32.752
933.900,32.792
934.000,32.830
934.100,32.864
934.200,32.895
934.300,32.922
934.400,32.944
934.500,32.963
934.600,32.976
934.700,32.985
934.800,32.989
934.900,32.991
935.000,32.989
935.100,32.986
935.200,32.982
935.300,32.978
935.400,32.974
935.500,32.972
935.600,32.971
935.700,32.970
935.800,32.971
935.900,32.971
936.000,32.973
936.100,32.974
936.200,32.975
936.300,32.975
936.400,32.976
936.500,32.976
936.600,32.976
936.700,32.975
936.800,32.975
936.900,32.975
937.000,32.975
937.100,32.974
937.200,32.974
937.300,32.974
937.400,32.974
937.500,32.974
937.600,32.974
937.700,32.975
937.800,32.975
937.900,32.975
938.000,32.975
938.100,32.975
938.200,32.975
938.300,32.975
938.400,32.975
938.500,32.975
938.600,32.975
938.700,32.975
938.800,32.975
938.900,32.975
939.000,32.975
939.100,32.975
939.200,32.975
939.300,32.975
939.400,32.975
939.500,32.975
939.600,32.975
939.700,32.974
939.800,32.974
939.900,32.974
940.000,32.974
940.100,32.974
940.200,32.975
940.300,32.975
940.400,32.975
940.500,32.975
940.600,32.975
940.700,32.975
940.800,32.975
940.900,32.975
941.000,32.975
941.100,32.974
941.200,32.973
941.300,32.973
941.400,32.972
941.500,32.972
941.600,32.972
941.700,32.973
941.800,32.974
941.900,32.976
942.000,32.979
942.100,32.981
942.200,32.983
942.300,32.984
942.400,32.984
942.500,32.982
942.600,32.977
942.700,32.969
942.800,32.960
942.900,32.950
943.000,32.943
943.100,32.939
943.200,32.940
943.300,32.948
943.400,32.966
943.500,32.994
943.600,33.032
943.700,33.080
943.800,33.135
943.900,33.197
944.000,33.263
944.100,33.333
944.200,33.405
944.300,33.478
944.400,33.549
944.500,33.619
944.600,33.684
944.700,33.745
944.800,33.799
944.900,33.845
945.000,33.882
945.100,33.908
945.200,33.924
945.300,33.931
945.400,33.931
945.500,33.926
945.600,33.918
945.700,33.908
945.800,33.899
945.900,33.892
946.000,33.887
946.100,33.885
946.200,33.884
946.300,33.886
946.400,33.888
946.500,33.891
946.600,33.893
946.700,33.896
946.800,33.898
946.900,33.900
947.000,33.901
947.100,33.901
947.200,33.900
947.300,33.899
947.400,33.897
947.500,33.893
947.600,33.890
947.700,33.886
947.800,33.883
947.900,33.881
948.000,33.881
948.100,33.883
948.200,33.889
948.300,33.899
948.400,33.912
948.500,33.926
948.600,33.938
948.700,33.946
948.800,33.947
948.900,33.938
949.000,33.917
949.100,33.881
949.200,33.830
949.300,33.765
949.400,33.687
949.500,33.599
949.600,33.501
949.700,33.397
949.800,33.286
949.900,33.172
950.000,33.056
950.100,32.943
950.200,32.835
950.300,32.736
950.400,32.651
950.500,32.583
950.600,32.535
950.700,32.511
950.800,32.513
950.900,32.534
951.000,32.569
951.100,32.612
951.200,32.657
951.300,32.698
951.400,32.730
951.500,32.746
951.600,32.744
951.700,32.726
951.800,32.697
951.900,32.659
952.000,32.618
952.100,32.577
952.200,32.540
952.300,32.511
952.400,32.492
952.500,32.482
952.600,32.479
952.700,32.482
952.800,32.489
952.900,32.498
953.000,32.507
953.100,32.515
953.200,32.521
953.300,32.523
953.400,32.524
953.500,32.524
953.600,32.522
953.700,32.520
953.800,32.517
953.900,32.514
954.000,32.512
954.100,32.511
954.200,32.510
954.300,32.510
954.400,32.510
954.500,32.511
954.600,32.513
954.700,32.515
954.800,32.517
954.900,32.519
955.000,32.521
955.100,32.523
955.200,32.523
955.300,32.522
955.400,32.520
955.500,32.515
955.600,32.507
955.700,32.499
955.800,32.491
955.900,32.485
956.000,32.483
956.100,32.486
956.200,32.495
956.300,32.513
956.400,32.540
956.500,32.574
956.600,32.611
956.700,32.649
956.800,32.685
956.900,32.715
957.000,32.736
957.100,32.744
957.200,32.739
957.300,32.720
957.400,32.692
957.500,32.658
957.600,32.620
957.700,32.582
957.800,32.547
957.900,32.518
958.000,32.498
958.100,32.487
958.200,32.482
958.300,32.483
958.400,32.489
958.500,32.496
958.600,32.505
958.700,32.513
958.800,32.519
958.900,32.524
959.000,32.526
959.100,32.526
959.200,32.526
959.300,32.523
959.400,32.520
959.500,32.516
959.600,32.511
959.700,32.506
959.800,32.501
959.900,32.498
960.000,32.496
960.100,32.498
960.200,32.502
960.300,32.511
960.400,32.525
960.500,32.543
960.600,32.565
960.700,32.592
960.800,32.622
960.900,32.655
961.000,32.692
961.100,32.731
961.200,32.772
961.300,32.814
961.400,32.855
961.500,32.893
961.600,32.926
961.700,32.952
961.800,32.969
961.900,32.975
962.000,32.969
962.100,32.951
962.200,32.924
962.300,32.891
962.400,32.854
962.500,32.818
962.600,32.783
962.700,32.754
962.800,32.734
962.900,32.721
963.000,32.715
963.100,32.715
963.200,32.720
963.300,32.726
963.400,32.734
963.500,32.742
963.600,32.747
963.700,32.751
963.800,32.752
963.900,32.752
964.000,32.751
964.100,32.750
964.200,32.747
964.300,32.745
964.400,32.744
964.500,32.743
964.600,32.742
964.700,32.742
964.800,32.743
964.900,32.743
965.000,32.744
965.100,32.744
965.200,32.745
965.300,32.745
965.400,32.745
965.500,32.745
965.600,32.745
965.700,32.745
965.800,32.745
965.900,32.745
966.000,32.744
966.100,32.744
966.200,32.744
966.300,32.744
966.400,32.744
966.500,32.744
966.600,32.744
966.700,32.745
966.800,32.745
966.900,32.745
967.000,32.745
967.100,32.745
967.200,32.745
967.300,32.745
967.400,32.745
967.500,32.745
967.600,32.745
967.700,32.744
967.800,32.744
967.900,32.744
968.000,32.744
968.100,32.744
968.200,32.744
968.300,32.744
968.400,32.745
968.500,32.745
968.600,32.745
968.700,32.745
968.800,32.745
968.900,32.745
969.000,32.745
969.100,32.745
969.200,32.744
969.300,32.744
969.400,32.743
969.500,32.742
969.600,32.742
969.700,32.742
969.800,32.742
969.900,32.743
970.000,32.745
970.100,32.748
970.200,32.751
970.300,32.753
970.400,32.755
970.500,32.756
970.600,32.754
970.700,32.750
970.800,32.743
970.900,32.734
971.000,32.723
971.100,32.713
971.200,32.706
971.300,32.703
971.400,32.708
971.500,32.722
971.600,32.747
971.700,32.785
971.800,32.832
971.900,32.888
972.000,32.950
972.100,33.015
972.200,33.081
972.300,33.146
972.400,33.208
972.500,33.264
972.600,33.313
972.700,33.356
972.800,33.390
972.900,33.416
973.000,33.433
973.100,33.439
973.200,33.435
973.300,33.419
973.400,33.395
973.500,33.364
973.600,33.329
973.700,33.293
973.800,33.259
973.900,33.229
974.000,33.205
974.100,33.191
974.200,33.184
974.300,33.183
974.400,33.186
974.500,33.192
974.600,33.198
974.700,33.203
974.800,33.205
974.900,33.202
975.000,33.196
975.100,33.189
975.200,33.183
975.300,33.179
975.400,33.180
975.500,33.187
975.600,33.202
975.700,33.227
975.800,33.260
975.900,33.297
976.000,33.335
976.100,33.372
976.200,33.402
976.300,33.424
976.400,33.434
976.500,33.430
976.600,33.412
976.700,33.385
976.800,33.350
976.900,33.313
977.000,33.274
977.100,33.239
977.200,33.210
977.300,33.190
977.400,33.178
977.500,33.173
977.600,33.174
977.700,33.180
977.800,33.187
977.900,33.195
978.000,33.203
978.100,33.208
978.200,33.212
978.300,33.213
978.400,33.212
978.500,33.211
978.600,33.209
978.700,33.207
978.800,33.205
978.900,33.204
979.000,33.204
979.100,33.204
979.200,33.204
979.300,33.205
979.400,33.205
979.500,33.205
979.600,33.205
979.700,33.204
979.800,33.202
979.900,33.200
980.000,33.199
980.100,33.198
980.200,33.198
980.300,33.199
980.400,33.203
980.500,33.208
980.600,33.215
980.700,33.223
980.800,33.229
980.900,33.232
981.000,33.232
981.100,33.226
981.200,33.213
981.300,33.192
981.400,33.164
981.500,33.131
981.600,33.095
981.700,33.060
981.800,33.028
981.900,33.000
982.000,32.981
982.100,32.971
982.200,32.973
982.300,32.985
982.400,33.006
982.500,33.037
982.600,33.075
982.700,33.121
982.800,33.174
982.900,33.233
983.000,33.297
983.100,33.363
983.200,33.429
983.300,33.492
983.400,33.551
983.500,33.603
983.600,33.646
983.700,33.677
983.800,33.696
983.900,33.705
984.000,33.706
984.100,33.701
984.200,33.692
984.300,33.681
984.400,33.670
984.500,33.662
984.600,33.657
984.700,33.654
984.800,33.654
984.900,33.655
985.000,33.658
985.100,33.661
985.200,33.663
985.300,33.665
985.400,33.667
985.500,33.667
985.600,33.667
985.700,33.667
985.800,33.666
985.900,33.666
986.000,33.665
986.100,33.665
986.200,33.665
986.300,33.665
986.400,33.666
986.500,33.666
986.600,33.667
986.700,33.666
986.800,33.666
986.900,33.664
987.000,33.662
987.100,33.660
987.200,33.658
987.300,33.657
987.400,33.657
987.500,33.658
987.600,33.661
987.700,33.666
987.800,33.674
987.900,33.682
988.000,33.690
988.100,33.695
988.200,33.696
988.300,33.692
988.400,33.681
988.500,33.661
988.600,33.632
988.700,33.597
988.800,33.559
988.900,33.522
989.000,33.487
989.100,33.459
989.200,33.440
989.300,33.435
989.400,33.444
989.500,33.465
989.600,33.494
989.700,33.530
989.800,33.568
989.900,33.606
990.000,33.640
990.100,33.667
990.200,33.685
990.300,33.695
990.400,33.698
990.500,33.696
990.600,33.690
990.700,33.682
990.800,33.673
